Fitness,Equations
70.3375,"[0 0 (a1 - b2)*(-b2 + b3) 0 (a3 + a4)*(a3 + b3) (-a1 + b4)*(-b2 + b3)
 (-a4 + b2)*(-b1 + b2) (a2 + a4)*(a2 + b2) -m2 + m5 + m6 - m7
 m2 - m6 - 2*m7 m1 - m2 + m5 + m8 m6 + m7]"
52.2,"[(b1 - b4)*(-b2 + b4) (a3 + b2)*(-b1 + b4) 0 2*b1*(a2 + a4)
 (a1 - b4)*(b3 - b4) (a4 + b4)**2 -(a4 + b3)*(a1 + b2 - b3)
 (b1 + b3)*(b1 + b4) m3 + 2*m5 m1 + m2 + m4 - m7 m2 + m3 + m4 + m5 m2]"
47.3,"[0 b4 -(a1 - b2)*(a4 - b3) a1*(a4 + b1) (a3 + a4)*(a3 + b2)
 (-a1 + b4)*(-b2 + b3) -(a4 + b2)*(b1 - b2) (a2 + a4)*(a2 + b2) m4
 -m6 - m7 m8 m6 + m7]"
41.275,"[0 -(b3 + b4)*(-a1 + a3 + b1) (b2 - b3)*(b2 - b4) a4*b4
 (a3 + a4)*(a3 + b3) (-a1 + b4)*(-b2 + b3) (-a4 + b2)*(-b1 + b2) a2
 m6 - m7 m7 m8 -m6 + m7]"
37.1125,"[0 -(b3 + b4)*(-a1 + a3 + b1) a2*(b2 + b4) a4*b4 (a3 + a4)*(a3 + b3) a2
 (-a4 + b2)*(-b1 + b2) a2 -m2 + 2*m6 - m7 m7 -m1 + m7 -m1 + m4 + m7]"
36.6875,"[0 -(b3 + b4)*(-a1 + a3 + b1) (b2 - b3)*(a2 + b2 - b3) b2*b4 b2
 b4*(-a1 + b4) a2*(-b1 + b2) a2 -m2 - m3 + m5 + m6 - m7 m4 m4 - m5
 -m1 + m4 + m6]"
34.7625,"[0 -(b3 + b4)*(-a1 + a3 + b1) a3*(-a2 - b2 + b3) b2*b4 b2 b4*(a4 - b3)
 a2*(-b1 + b2) a2 -m2 - m3 + m5 + m6 - m7 m4 m4 - m5 -m3 + m4 + m6 - m8]"
33.675,"[0 -(b3 + b4)*(-a1 + a3 + b1) (b2 - b3)*(a2 - a3 + b2) b2*b4 b2 -a1 + 2*b4
 a2 + b1 - b2 a2 -m2 - 2*m3 + m5 + m6 m4 m4 - m5 -m1 + m4 + m6]"
30.5625,"[0 -(a4 + b4)*(-a1 + a3 + b1) 0 b2*b4 b2 -a1 + 2*b4 a2 + b1 - b2 a2
 -m2 - 2*m3 + m5 + m6 m4 m4 - m5 -m1 + m4 + m6]"
30.4,"[0 -(a4 + b4)*(-a1 + a2 + b1) a1 b2*b4 b2 a2 + b4 a2 - a3 + b1 a2
 -m2 - 2*m3 + m4 + m6 + m7 m4 m4 - m5 -m1 + m4 + m6]"
30.125,"[0 (a4 + b4)*(a1 + a3 - 2*b1) a1 b2*b4 b2 a2 + b4 a2 - a3 + b1 a2
 -m2 - 2*m3 + m4 + m6 + m7 m4 m4 - m5 -m1 + m4 + m6]"
29.575,"[b4 a1 - a4 a1 b2*b4 b2 a1 -a1 + a2 + a3 - b2 + b3 a2 m3 m4 m4 - m5
 m4 + m8]"
29.2625,"[b4 b3 -a2 b2*b4 b2 a1 -a1 + a2 + b1 - b2 + b3 a2 m7 m4 -m3 + m4
 -m3 + m5 + m6 + m8]"
27.575,[b3 a1 a1 b2*b4 b2 a1 a2 - a3 a2 m4 + m7 m4 m4 - m5 m4 + m8]
27.45,[b3 a1 a1 b2*b4 b4 a1 a2 - a3 a3 m4 + m7 m4 -m3 + m4 -m2 + m4 + m6 + m8]
26.3125,[b2 a1 a2 a4*b2 b3 a1 a2 - a3 a3 m4 + m7 m4 m4 - m5 m3 + m4 + m6 + m8]
