Fitness,Equations
59.6375,"[(-a1 + b1)*(a3 + a4) (a1 + a4)*(a4 + b4) (-a4 + b2)*(a4 - b1)
 (a3 + b2)*(b2 - b4) (a1 - a3)*(a1 - b2) (-a1 + b1)*(a3 + b2)
 (a2 + b1)*(b1 - b2) 0 -m5 + m7 + 2*m8 m2 + m4 - m5 - m8 m1 + m6 m1 + m7]"
46.35,"[-(a2 - b1)*(a3 + a4) (a4 + b1)*(a1 - a4 + b3) (-a4 + b2)*(a4 - b1)
 -(-a1 + a3 + b3)*(-a3 + b2 + b4) (a1 - a3)*(a1 - b2) -(a1 - b4)*(a3 + b2)
 a4*(a2 + b1) 0 -m5 + m7 + 2*m8 m2 + m4 - m5 - m8 m3 m1 + m7]"
40.75,"[-(a2 - b1)*(a4 + b1) (a1 + b4)*(a4 + b1) (-a4 + b2)*(a4 - b1)
 -(-a1 + a3 + b3)*(a2 - a3 + b4) b4 b3 b1*(a2 + b1) a2 -m5 + m7 + 2*m8 m6
 m3 m1 - m5 + m8]"
39.775,"[-(a2 - b1)*(a4 + b1) a2*(a4 + b1) (-a4 + b2)*(a4 - b1)
 (a3 - b1)*(-a1 + a3 + b3) b2 a4*(a3 + b2) b4 0 2*m8 m2 + m4 - m5 - m8 m3
 2*m5 + m7 - m8]"
34.0,"[-(a2 - b1)*(a4 + b1) a2*(a4 + b1) a3 a1 - b1 - b3 b2 a4*(a3 + b2) b4 0
 2*m8 m2 + m4 - m5 - m8 m3 3*m5 - m8]"
33.0125,"[-(a2 - a4)*(a4 + b1) a2*(a4 + b1) a3 (a3 - b1)*(-a1 + a3 + b3) b2
 a4*(a3 + b2) b4 0 m3 + m6 m2 + m3 - m5 - m7 m3 m5]"
33.0125,"[b2*(-a2 + a4) a2*(a4 + b1) a3 (a3 - b1)*(-a1 + a3 + b3) b2 a4*(a3 + b2)
 b4 -(a1 + b1)*(a4 - 2*b4) m3 + m6 m2 + m3 - m5 - m7 m3 m5]"
31.625,"[a2 + 2*a4 + b1 a2**2 a3 (a3 - b1)*(-a1 + a3 + b3) a3 a4*(b1 + b2) b4
 a3*(-b2 + b4) m3 + m6 m2 + m3 - m4 - m5 m3 m5]"
29.4125,"[a2 + a4 + b1 + b2 a2*a3 a3 2*a3 a3 b1 b3 a3*(-a2 + a4 - b2) m6
 -m5 + m7 - m8 m2 + m7 m1 - m8]"
28.6,"[2*b1 + b3 a2*b1 a1 -a4 + 2*b2 + b4 a3 a4 + b3 a1 + a3 -2*a3*b2 m1
 -m1 + m6 - m8 m2 + m7 m7]"
27.85,[a4 + b1 + b2 a1*a2 a3 a3 + b1 -a1 + b3 b1 a2 a4 m1 m2 m6 + m7 m1 - m8]
27.5375,"[-2*b1 + b3 a2*b1 a1 a4 - b4 a3 b1 a1 + b1 -a2 + a3 + b2 m2 -m1 + m6 + m7
 m2 + m7 m7]"
26.65,"[-2*b1 + b3 a2*b1 a1 a4 - b4 a3 b1 a1 + b1 -a2 + a3 + b2 m2 -m1 + m2 + m6
 m2 + m7 m7]"
25.925,[0 a2*b1 a1 b3 - b4 a3 b1 a1 + b1 a3 - a4 m2 -m1 + m2 + m5 m2 + m7 m7]
