Fitness,Equations
42.9125,"[(-b3 + b4)*(b3 + b4) 0 0 (-a1 + b2)*(a2 + b1) 0 0 (-a2 + a3)*(-a2 + b2)
 (a2 - b1)*(-b1 + b3) m1 + m5 + m7 + m8 -m5 + m6 m2 + m3 + m7 + m8
 -m2 + m6]"
42.2875,"[(-b3 + b4)*(b3 + b4) 0 0 (-a1 + b2)*(a2 + b1) 0 0 (-a2 + a3)*(-a2 + b2)
 (a2 - b1)*(-b1 + b3) m1 + m5 + m7 + m8 m7 m8 -m2 + m3]"
40.075,"[(-b3 + b4)*(b3 + b4) 0 0 (-a1 + b2)*(a2 + b1) 0 0 (-a2 + a3)*(-a2 + b2)
 (a2 - b1)*(-b1 + b3) 2*m5 + m7 + m8 m5 m8 -m2 + m3]"
39.5,"[-b1*(a2 + b3) (-a1 + b2)*(a1 + a4) (a1 + b3)*(-a3 + b2)
 (a2 - a4)*(b1 + b3) (-a1 + a4)*(-a1 + b3) (a1 - b2)*(a4 + b2)
 (b2 - b3)*(b3 + 1) (a1 + a2)*(a1 - a3) -m2 + m4 m3 + m5 -m1 + m5 - m8 -1]"
38.575,"[(-b3 + b4)*(b3 + b4) 0 0 -(a1 - b2)*(a2 + b1) 0 0 (-a2 + a3)*(-a2 + b2)
 (a2 - b1)*(-b1 + b3) m3 + m5 + m8 m7 m8 -m2 + m3 - m6 + m8]"
36.9375,"[(-b3 + b4)*(b3 + b4) 0 0 -(a1 - b2)*(a2 + b1) 0 0 (-a2 + a3)*(-a2 + b2)
 (a2 - b1)*(-b1 + b3) m7 m7 -m1 + m7 -m2 + m3]"
35.3625,"[-b3**2 + b4**2 0 0 -(a1 - b2)*(a2 + b1) 0 0 (-a2 + a3)*(-a2 + b2)
 (a2 - b1)*(a3 - b1) m8 m7 m2 - m6 -m2 + m3 - m6 + m7]"
33.65,"[-b3**2 + b4**2 0 0 -(a1 - b2)*(a2 + b1) 0 0 (-a2 + a3)*(-a2 + b2)
 (a2 - b1)*(a3 - b1) m8 m7 -m1 + m2 -m2 - 2*m6 + m7]"
33.35,"[-b3**2 + b4**2 0 0 -(a1 - b2)*(a2 + b1) 0 0 (-a2 + a3)*(-a2 + b2)
 (a2 - b1)*(a3 - b1) m8 m8 -m1 + m8 m2*(m4 - m8) - 2*m6 + m7]"
32.9375,"[-b3**2 + b4**2 0 0 -(a1 - b2)*(a2 + b1) 0 0 (a2 - a3)*(a2 - b2)
 (a2 - b1)*(a3 - b1) m8 m7 -m1 + m8 -m2*(m3 - m4 + m8) - m6 + m7]"
32.2875,"[-b3**2 + b4**2 0 0 -(a1 - b2)*(a2 + b1) 0 0 (a2 - a3)*(a2 - b2)
 (a2 - b1)*(a3 - b1) m8 m8 -m1 + m2 + m8 m1*m2 - m3 - m6 + m7 + m8]"
30.6,"[-b3**2 + b4**2 0 0 -(a1 - b2)*(a2 + b1) 0 0 (a2 - b2)*(a2 - b3)
 (a2 - b1)*(a3 - b1) m8 m7 m7 m7]"
30.6,"[-b3**2 + b4**2 0 0 -(a1 - b3)*(a2 + b1) 0 0 (a2 - b2)*(a2 - b3)
 (a2 - b1)*(a3 - b1) m8 m7 m7 m7]"
30.6,"[-b3**2 + b4**2 0 0 (a2 + b1)*(a1*b1 + b3) 0 0 (a2 - b2)*(a2 - b3)
 (a2 - b1)*(a3 - b1) m8 m7 m7 m7]"
30.1625,"[-b3**2 + b4**2 0 0 -(a1 - b2)*(a2 + b1) 0 0 (a2 - b2)*(a2 - b3)
 (a2 - b1)**2 m8 m7 m7 m7]"
30.1625,"[-b3**2 + b4**2 0 0 -(a1 - b2)*(a2 + b1) 0 0 (a2 - b2)*(a2 - b3)
 (a2 - b1)**2 m8 m7 m7 m5 + m7]"
29.5875,"[b4*(a2*b3 + b4) 0 0 -a1*(a2 + b1) 0 0 (a2 - b2)*(a2 - b3) (a3 - b1)**2 m8
 m7 m7 m7]"
29.5875,"[b4*(a2*b3 + b4) 0 0 -a1*b3 0 0 (a2 - b2)*(a2 - b3) (a3 - b1)**2 m8 m7 m7
 m7]"
29.5875,"[b4*(a2*b3 + b4) 0 0 a1*a2*(a2 + b1) 0 0 (a2 - b2)*(a2 - b3) (a3 - b1)**2
 m8 m7 m7 m7]"
29.5875,"[b4*(a2*b3 + b4) b3*(-a1 - a2 + b2 - b4) 0 -a1*(a2 + b1) 0 0
 (a2 - b2)*(a2 - b3) (a3 - b1)**2 m8 m7 m7 m7]"
28.45,"[a1*b3 - b4 0 0 -a1*(a2 + b1) 0 0 (a2 - b2)*(a2 - b3) (a3 - b1)**2 m8
 -m4 + m5 m8 m7]"
27.7625,"[-a2*b3 - b4 0 0 -a1*(a2 + b1) 0 0 (a2 - b2)*(a2 - b3) (a3 - b1)**2
 m3 - m4 m8 m8 m8]"
