Fitness,Equations
44.325,"[0 0 0 0 (a1 - b2)*(a4 - b1) (a4 + b2)*(b3 + b4) (-a2 + b2)*(a3 + a4) 0
 -m5 + m6 - m7 + m8 m1 + m4 + m5 - m8 -m5 - m8 m2 - m3 + m5 + m6]"
43.725,"[(a1 + a3)*(a4 + b4) 0 (a1 + a2)*(-a2 + a4) -(b1 - b3)*(b2 - b4)
 (a3 + b2)*(b1 - b3) (-a2 + b1)*(a4 + b1) 0 (b1 + b3)*(b2 + b4)
 m1 - m4 - m7 -m3 + m6 + 2*m7 m6 m5 - m7]"
42.4875,"[(a1 + a3)*(a3 + b1) b3*(a1 - b3) (a1 - b3)*(a2 + b3) 2*a2*(-a1 + a2)
 2*a4*(a4 + b4) (a4 - b4)*(-b3 + b4) (a2 + b1)*(b1 - b2)
 -(a1 - b4)*(a2 - b3) -1 m3 - m6 -1 m6]"
42.125,"[(a1 + a3)*(a3 + b1) b3*(a1 - b3) -(a2 + b3)*(b3 + 1) 2*a2*(-a1 + a2)
 2*a4*(a4 + b4) b2*(a4 - b4) (a2 + b1)*(b1 - b2)
 (a2 - b3)*(a1*(a3 + b1) + b4) -1 m4 m4 + m7 m6]"
41.75,"[(a1 + a3)*(a3 + b1) b3*(a1 - b3) -(a2 + b3)*(b3 + 1) 2*a2*(-a1 + a2)
 2*a4*(a4 + b4) -(b1 - b4)*(b3 - b4) (a2 + b1)*(b1 - b2)
 -(a1 - b4)*(a2 - b3) m8 m4 m8 m8]"
41.55,"[(a1 + a3)*(a3 + b1) b3*(a1 - b3) -(a2 + b3)*(2*b3 + 1) 2*a2*(-a1 + a2)
 2*a4*(a1*(a3 + b1) + b4) -(a4 - b4)*(b3 - b4) (a2 + b1)*(b1 - b2)
 -(a1 - b4)*(a2 - b3) -1 m8 m8 m8]"
41.2,"[(a1 + a3)*(a3 + b1) b3*(a1 - b3) -(a2 + b3)*(b3 + 1) 2*a2*(-a1 + a2)
 2*a4*(a1*(a3 + b1) + b4) -(a4 - b4)*(b3 - b4) (a2 + b1)*(b1 - b2) a1 - b4
 -1 -1 m8 m8]"
40.625,"[(a1 + a3)*(a3 + b1) b3*(a1 - b3) -(a2 + b3)*(b3 + 1) 2*a2*(-a1 + a2)
 2*a4*(a1*(a3 + b1) + b4) -(a4 - b4)*(b3 - b4) (a2 + b1)*(b1 - b2) a1 - b4
 -1 m8 m8 m8]"
40.625,"[(a1 + a3)*(a3 + b1) b3*(a1 - b3) -(a2 + b3)*(b3 + 1) 2*a2*(-a1 + a2)
 2*a4*(a1*(a3 + b1) + b4) -(a4 - b4)*(b3 - b4) (a2 + b1)*(b1 - b2) a1 - b4
 m8 -1 m8 m8]"
40.625,"[(a1 + a3)*(a3 + b1) b3*(a1 - b3) -(a2 + b3)*(b3**2 + 1) 2*a2*(-a1 + a2)
 2*a4*(a1*(a3 + b1) + b4) -(a4 - b4)*(b3 - b4) (a2 + b1)*(b1 - b2) a1 - b4
 m8 -1 m8 m8]"
