Fitness,Equations
62.125,"[(a1 + b2)*(a4 + b4) 2*a1*(b1 - b3) (-a3 + a4)*(a4 + b3)
 (a1 - b4)*(-a3 + b4) (a1 - a2)*(b1 + b3) (a4 + b1)*(a4 + b4)
 (-a1 + b4)*(a1 + b2) 0 m1 + m8 m4 + m5 -m4 + 2*m7 - m8 m4 - m5]"
56.1875,"[(a1 + b2)*(a4 + b4) 2*a1*(b1 - b3) (-a3 + a4)*(a4 + b3)
 (a1 - b4)*(-a3 + b4) (a1 - a2)*(b1 + b3) (a4 + b1)*(a4 + b4)
 (-a1 + b4)*(a1 + b2) 0 m1 + m8 m4 + m5 -m4 + 2*m7 - m8 0]"
55.1625,"[(a1 + b2)*(a4 + b4) 2*a1*(a4 - b3) b4 -(a1 - b4)*(a3 - b4)
 (a1 - a2)*(b1 + b3) (a4 + b1)*(a4 + b4) a1*(-a1 + b4) 0 m1 + m4 - m7 + m8
 m1 + m4 + m5 -m4 + 2*m7 - m8 0]"
51.25,"[(a1 + b2)*(a4 + b4) 2*a1*(b1 - b3) 0 -(a1 - b4)*(b1 - b4)
 (a1 - a2)*(b1 + b3) b4 (-a1 + b4)*(a1 + b2) (a1 - b1)*(a1 - b3)
 m2 + m4 - m7 + m8 m1 + m4 + m7 -m4 + 2*m7 - m8 0]"
50.775,"[a4 2*a1*(b1 - b3) 0 -(a1 - b4)*(a2 - b4) a4*(b1 + b3) b4
 (-a1 + b4)*(a1 + b2) 0 2*m1 - m7 m1 + 2*m4 + m7 -m4 + 2*m7 - m8 m1]"
50.45,"[(a1 + b2)*(a4 + b4) 2*a1*(a4 - b3) b4 -(a1 - b2)*(b3 - b4)
 (a1 - a2)*(b1 + b3) (a2 + a3)*(a4 + b4) -2*a1 + b4 a3 m3 m2 + m3 + m4
 m3 + 2*m7 - m8 m7]"
35.9375,"[a4 0 a4 -(a1 - b4)*(a2 - b4) a4*(b1 + b3) b4 -(a1 + b2)*(a1 - b4)
 b2*(b1 - b4) 2*m1 - m7 m1 + 2*m4 + m7 m5 m1]"
35.0125,"[a4 (a1 - b2)*(-a1 + a3 + b1) a4 -(a1 - b4)*(a2 - b4) a4*(b1 + b3) b4
 -(a1 + b2)*(a1 - b4) (a4 + b3)*(a1 + b3 - b4) 2*m1 - m7 m4 + m6 + m7 m5
 m1]"
33.575,"[a4 (a1 - b1)*(b1 - b2) a4 b2*(a2 - b4) a4*(b1 + b3) b4
 -(a1 + b2)*(a1 - b4) (a1 + a2 + b3)*(a1 + b3 - b4) 2*m1 - m7 2*m4 + m7 m5
 m1]"
31.0875,"[a3 (a1 - b1)*(b1 - b2) a4 -(a2 - b4)**2 a4*(b1 + b3) b4 a3*(-a1 + b4)
 (a1 + a2 + b3)*(a1 + b3 - b4) 2*m1 - m7 m4 + m5 + m7 m5 m1]"
28.6,"[b2 + b3 (a1 - b1)*(b1 - b2) a4 -(a1 - b4)*(a2 - b2) a4*(b1 + b3) b4
 a3*(-a1 + b4) (a1 + a2 + b3)*(a1 + a3 - b4) 2*m1 - m7 2*m4 + m7 m5 m1]"
28.2625,"[b4 b2 a4 b1 b3*(b2 + b4) a2 -(a1 + b2)*(a1 - b4) (a2 - b4)*(a4 - b4)
 2*m1 - m7 m2 + m4 + m8 m5 m4]"
