Fitness,Equations
57.3875,"[0 (-a1 + a2)*(a2 + b3) (a1 + b3)*(a2 + b4) (a1 - b3)*(-a3 + b4)
 (-a1 + a4)*(a1 - a3) (-a2 + b1)*(-a3 + b1) (-b1 + b2)*(-b1 + b4)
 (-a1 + b2)*(-a3 + b3) m2 + m3 - m4 + m8 m1 + m2 - 2*m8 -2*m2 + m3 - m4
 m3 - m7]"
42.575,"[2*b4*(b1 + b2) (-a3 + b4)*(-b2 + b3) (a1 + b3)*(a3 + a4)
 (a1 - a2)*(-a2 + b2) (-a1 + a3)*(a3 + b2) 0 (a1 - a4)*(a2 - a3)
 (-a1 + b1)*(-a2 + a3) m4 - m7 m6 + m7 m4 - m8 m1 + 2*m6 - m8]"
42.3625,"[2*b4*(b1 + b2) (-a3 + b4)*(-b2 + b3) (a1 + b3)*(a3 + a4)
 (a1 - a2)*(-a2 + b2) (-a1 + a3)*(a3 + b2) 0 (a1 - a4)*(a2 - a3)
 (-a1 + b1)*(-a2 + a3) -m7 - 1 m6 + m7 m4 - m8 m1 + 2*m6 - m8]"
42.325,"[2*b4*(b1 + b2) (a3 - b4)*(b2 - b4) (a1 + b2)*(a3 + a4)
 -(a2 - b2)*(-a2 + a3 + a4) (-a1 + a3)*(a3 + b2) 0 (a1 - a4)*(a2 - a3)
 (-a1 + b1)*(-a2 + a3) m4 - m7 m6 + m7 m4 - m8 m1 + 2*m6 - m8]"
42.325,"[2*b4*(b1 + b2) (a3 - b4)*(b2 - b4) (a1 + b2)*(a3 + a4)
 -(a2 - b2)*(-a2 + a3 + a4) -(a1 - a3)*(a3 + b2) 0 (a1 - a4)*(a2 - a3)
 (-a1 + b1)*(-a2 + a3) m4 - m7 m6 + m7 m4 - m8 m1 + 2*m6 - m8]"
42.325,"[2*b4*(b1 + b2) 0 (a1 + b2)*(a3 + a4) -(a2 - b2)*(-a2 + a3 + a4)
 -(a1 - a3)*(a3 + b2) 0 (a1 - a4)*(a2 - a3) (-a1 + b1)*(-a2 + a3) m4 - m7
 m6 + m7 -m2 + m4 - m8 m1 + 2*m6 - m8]"
42.175,"[2*b4*(b1 + b2) 0 (a1 + b2)*(a3 + a4) (a2 - b1)*(a2 - b2)
 -(a1 - a3)*(a3 + b2) 0 (a1 - a4)*(a2 - a3) (-a1 + b1)*(-a2 + a3) m4 - m7
 m6 + m7 m2 + m4 + m8 m1 + 2*m6 - m8]"
41.2375,"[2*b4*(b1 + b2) 0 (a1 + b2)*(a3 + a4) -(a2 - b2)*(-a2 + a3 + a4)
 -(a1 - a3)*(a3 + b2) 0 (a1 - a4)*(a2 + a3) (-a1 + b1)*(-a2 + a3) m2
 m6 + m7 -m2 + m4 + m6*m8 m1 + 2*m6 - m8]"
38.325,"[2*a2*b4 0 (a3 + a4)*(a4 + b2 + b4) -(a2 - b2)*(-a2 + a3 + a4)
 -(a1 - a2)*(a3 + b2) 0 0 (a1 - b1)*(a2 - a3) m2 m6 + m7 m2 + m4 - m8
 m1 + 2*m6 - m8]"
38.1875,"[2*a2*b4 0 (a3 + a4)*(a4 + b2 + b4) -(a2 - b2)*(-a2 + a3 + a4)
 -(a1 - a2)*(a3 + b2) 0 0 (a1 - b1)*(a2 - a3) m2 m6 + m7 m2 + m4 - m8
 m1 + m2*m8 + 2*m6]"
