Fitness,Equations
43.525,"[(a1 + a4)*(a2 - a3) 0 (-a2 + a3)*(a2 + b2) 0 (a2 + b2)*(-a3 + b2)
 (a1 + a2)*(a4 + b1) (a3 + a4)*(-b1 + b3) (-a1 + b1)*(-a2 + b3) m2 - m8
 -m3 - m5 m5 + m8 m2 + m3 - m4 + m5]"
37.575,"[(a1 + a4)*(a2 - a3) a1*(a3 + b3) (-a2 + a3)*(a2 + b2) 0
 (a2 + b2)*(-a3 + b2) (a1 + a2)*(a4 + b1) (a3 + a4)*(-b1 + b3)
 (-a1 + b1)*(-a2 + b3) m2 - m8 -m3 - m5 m5 + m8 m2 + m3 - m4 + m5]"
32.9,"[(a1 + a4)*(a2 - a3) a1*(a3 + b3) (-a2 + a3)*(a2 + b2) 0
 (a2 + b2)*(-a3 + b2) (a1 + a2)*(a4 + b1) (a3 + a4)*(-b1 + b3)
 (-a1 + b1)*(-a2 + b3) m2 - m8 m2 - m3 - m5 m5 + m8 m3 + m5 + m8]"
32.825,"[(a1 + a4)*(a2 - a3) a1*(a3 + b3) (-a2 + a3)*(a2 + b2) 0
 (a2 + b2)*(-a3 + b2) (a1 + a2)*(a4 + b1) (a3 + a4)*(-b1 + b3)
 (-a1 + b1)*(-a2 + b3) m2 - m8 m2 - m3 - m5 m5 + m8 m5]"
32.375,"[(a1 + a4)*(a2 - a3) a1*(a3 + b3) (-a2 + a3)*(a2 + b2) 0
 (a2 + b2)*(-a3 + b2) (a1 + a2)*(a4 + b1) (a3 + a4)*(-b1 + b3)
 (-a1 + b1)*(-a2 + b3) m2 - m8 m2 - m3 - m5 m2 + m3 + m5 m3 + m5 + m8]"
32.375,"[(a1 + a4)*(a2 - a3) a1*(a3 + b3) (-a2 + a3)*(a2 + b2) 0
 (a2 + b2)*(-a3 + b2) (a1 + a2)*(a4 + b1) (a3 + a4)*(-b1 + b3)
 (a1 - b1)*(a2 - b3) m2 - m8 m2 - m3 - m5 m2 + m3 + m5 m3 + m5 + m8]"
30.75,"[(-a1 + a2)*(a4 + b1) (a1 + b2)*(a3 - 1) 0 (a1 + 1)*(a1 - b4) 0
 (a2 - b2)*(a3 - a4) 0 0 m4 + m8 m2 + m5 m2 m4]"
30.75,"[(a1**2 + a2)*(a4 + b1) (a1 + b2)*(a3 - 1) 0 (a1 + 1)*(a1 - b4) 0
 (a2 - b2)*(a3 - a4) 0 0 m3 + m4 m2 m2 m4]"
30.75,"[(a1**2 + a2)*(a4 + b1) (a1 + b2)*(a3 - 1) 0 (a1 + 1)*(a1 - b4) 0
 b4*(-a2 + b2) 0 0 m3 + m4 m2 m2 m4]"
28.1,"[(a1**2 + a2)*(a4 + b1) (a1 + b2)*(a3 - 1) 0 (a1 + 1)*(a1 + a3 - a4) 0
 (a2 - b2)*(a3 - a4) 0 0 m2 m2 m2 m2]"
27.8625,"[(a1**2 + a2)*(a4 + b1) (a1 + b2)*(a3 - 1) 0 (a1 + 1)*(a1 + a3 - a4) 0
 (a2 - b2)*(a3 - a4) 0 0 m4 m2 m2 m2]"
