Fitness,Equations
58.0375,"[2*a3*(-a2 + b3) (a3 + b1)*(a4 + b3) (-a1 + b4)*(a3 + b1)
 (a1 + a2)*(a2 - b4) (a2 + a3)*(a2 + b1) 2*a2*(-b1 + b3)
 (a2 + a4)*(-a3 + b3) 0 m1 - m4 + m5 + m8 -m1 + m5 + m6 - m7
 -m1 + m2 + m4 - m5 m3 - m6 + m7 - m8]"
44.8875,"[(a1 + a4)*(-a2 + b1) (a2 - b1)*(b2 + b3) (b1 + b4)*(b3 - b4)
 (b1 - b2)*(-b2 + b3) 0 (-a3 + b2)*(-b2 + b3) (a2 + b3)*(a3 + a4)
 (a1 - b4)*(a4 - b3) m3 - m4 + m5 + 2*m8 m7 m3 - m4 - m6 m2 + m4 + m5]"
43.3125,"[-a1 - a4 (b2 + b3)*(b3 - 1) (a1 + a3)*(b3 - b4) (b1 - b2)*(-b2 + b3) 0
 -(a3 - b2)*(a3 + a4 - b2) b3*(a3 + a4) (a1 - b4)*(a4 - b3)
 m2 - m4 + 2*m5 + m6 m7 m3 - m4 - m6 -m1 - 2*m4 + 2*m5]"
42.6625,"[(a4 + b4)*(a3 + b1 - b3) -(a4 - b3)*(b1 + 2) (-a1 + b1)*(a3 + b2)
 (a1 - a4)*(a1 + b2) 0 0 (a1 + a4)*(a3 - b3) (a2 - b4)*(b2 + b3) m2 m6
 m1 - m3 + m5 m6]"
40.325,"[(a2 + 2*b4)*(a4 - b1) 2*a1*(-a1 + a3) (a1 + b4)*(-b2 + b3) 0
 a4*(-a3 + a4) 0 (a1 - a3)*(b1 - b4) 2*a4*(a3*b4 - b2) m5 m6 + m7 m4 m5]"
40.075,"[(a2 + 2*b4)*(a4 - b1) 2*a1*(-a1 + a3) -(a1 + b4)*(b2 - b3) 0
 a4*(-a3 + a4) 0 (a1 - a3)*(b1 - b4) 2*a4*(a3*b4 - b2) m5 m6 m4 m5]"
39.9125,"[(a2 + b1*b4)*(a4 - b1) 2*a1*(-a1 + a3) (a1 + b4)*(-b2 + b3) 0
 a4*(-a3 + a4) 0 b4*(-b1 + b4) 2*a4*(a3*b4 - b2) m5 m6 + m7 m4 m5]"
36.6375,"[-b1*(a2 + 2*b4) 2*a1*(-a1 + a3) -(a1 + b4)*(b2 - b3) a3*(a3 + b4)
 a4*(-a3 + a4) 0 (a1 - a3)*(b1 - b4) 2*a4*(a3*b4 - b2) 0 m6 m4 m5]"
36.5125,"[(a2 + 2*b4)*(a4 - b1) 2*a1*(a1*b4 + a3) -(a1 + b4)*(a1*b2 - b3)
 b4*(a3 + b4) a4*(-a3 + a4) 0 (a1 - a3)*(b1 - b4) 2*a4*(a3*b4 - b2) m5
 m6 + m7 m4 m4]"
35.65,"[a2*(a4 - b1) 2*a1*(-a1 + a3) -(b2 - b3)*(a2 + b1*b4 + b4) -a3 - b4
 2*a1*a4 0 b4*(-a1*b1**2 + b4) 2*a4*(a3*b4 - b2) m5 m5 2*m6 m5]"
35.65,"[a2*(a4 - b1) 2*a1*(-a1*b2 + a3) -(b2 - b3)*(a2 + b1*b4 + b4) 0 2*a1*a4 0
 b4*(-a1*b1**2 + b4) 2*a4*(a3*b4 - b2) m5 m5 2*m6 m5]"
35.65,"[a2*(a4 - b1) 2*a1*(-a1*b2 + a3) -(b2 - b3)*(a2 + b1*b4 + b4)
 -b1*(a3 + b4) 2*a1*a4 0 b4*(-a1*b1**2 + b4) 2*a4*(a3*b4 - b2) m5 m5 2*m6
 m5]"
35.6375,"[(a2 + 2*b4)*(a3 - b1) a1*b4*(a1 + 1) -(a1 + b4)*(b2 - b3) -a3*b4
 a4*(-a3 + a4) 0 b1 - b4 2*a4*b4 m8 m7 m6 + m8 m5]"
34.6125,"[(a2 + b1*b4)*(a4 - b1) a1*b1*(a1 - a3) -(b1**2 + b4)*(b2 - b3) 0 a3*a4 0
 b4*(-b1 + b4) 2*a4*(a1*b4 - b2) m5 m6 + m7 m4 m5]"
34.6125,"[(a2 + b1*b4)*(a4 - b1) a1*b1*(a1 - a3) -(b1**2 + b4)*(b2 - b3) 0 a3*a4 0
 b4*(-b1 + b4) 2*a4*b1*b4 m5 m6 + m7 m4 m5]"
