Fitness,Equations
55.35,"[0 (b1 + b2)*(-b3 + b4) (a1 - a3)*(a4 - b3) (a1 - b2)*(a3 - b2)
 (a1 + a4)*(a2 - b3) (-a1 + b4)*(a2 - a4) (a2 + b3)*(-a3 + b3)
 (a1 + a3)*(a4 + b2) 2*m4 + 2*m6 -m1 - m6 + m7 + m8 -2*m5 m3 + m6]"
45.775,"[a2 (a1 + b4)*(a3 + b4) (a1 + b4)*(-b3 + b4) 0 a2 - b3 + b4 0 a3 a2
 m6 - m7 -m1 + m4 + 2*m8 m2 + m5 - m7 + m8 m2 - m3 - m7 + m8]"
43.275,"[a2 (a1 + b4)*(a3 + b4) (a1 + b4)*(-b3 + b4) 0 a2 - b3 + b4
 (a2 + a4)*(-a4 + b2 + b3) a3 a2 m6 - m7 -m1 + m4 + 2*m8 m2 + m5 - m7 + m8
 m2 - m3 - m6]"
35.275,"[a2 a3*(2*a1 + a4) -(b1 - b4)*(a1 + b2 - b4) 0 b2 -(a2 + a4)*(a4 - 2*b2)
 a3 a2 m4 + m8 m4 + 2*m8 m2 + m5 - m7 + m8 0]"
33.3625,"[a2 b3*(a3 + b4) -a1 - a3 - b2 + b4 (a1 - a3)*(a4 - b4) 2*a2 - b3 b4 b4 a2
 m6 - m7 -m4 + m8 m2 m2 - m3 - m7 + m8]"
32.6,"[a2 b3*(a3 + b4) -a1 - a3 - b2 + b4 (a1 - a3)*(a4 - b4) -b3 + b4 b4 b4 a2
 m6 - m7 2*m1 - m4 m2 m2 - m3 - m7 + m8]"
31.8,"[a2 a1 -a1 - a3 - b2 + b4 (a1 - a3)*(a4 - b4) b3 + b4 2*b1 b4 a2 m6
 m1 + m2 m2 m2 - m3 - m7 + m8]"
31.3875,"[a2 a1 -a1 - a3 - b2 + b4 -(a1 - a3)*(-a1 + a3 + b4) b3 + b4 2*b1 b4 a2 m6
 2*m1 + m2 - m3 - m4 - m8 m2 m2 - m3 + m4 - m7]"
31.15,[a2 a1 a2 - b2 - b3 a2*b3 a4 + b3 b1 + b2 b4 a2 m6 m6 2*m4 m6]
30.425,[a2 a1 a2 - b2 - b3 a2*b3 a4 + b3 b1 + b2 b4 a2 m5 m6 m2 + m4 + m8 m6]
30.2,[a2 a1 a2 - a4 - b2 a2*b3 a4 + b3 b1 + b2 b4 b4 m5 m6 m2 + m4 + m8 m6]
29.9,[a2 b1 a2 - a4 - b2 a2*b3 a4 + b3 b1 + b2 b4 a1 m5 m6 m2 + m4 + m8 m6]
