Fitness,Equations
58.4625,"[0 (a3 + b3)*(-a4 + b2) (a3 - b3)*(-a4 + b4) (a1 + a2)*(a2 + b3)
 (a3 - b4)*(b1 + b3) (a1 + b4)*(-a4 + b4) (a2 + b4)*(-a3 + b4)
 (a1 - a4)*(a4 + b3) m1 - m2 + m5 + m8 m2 - m5 m2 - m5 - m6 + m7
 -m1 - m2 + m4 + m7]"
50.675,"[0 (a1 + b1)*(-a2 + b1) (-a2 + b1)*(a4 - b2) (-a4 + b2)*(a4 - b1)
 (-b1 + b3)*(b1 - b2) (a1 + b2)*(b2 + b3) (a2 + b2)*(a4 + b2)
 (a1 + b2)*(a1 - b3) m6 m5 m2 m1 - m3 - m5]"
48.175,"[0 (a1 + b1)*(b3 - b4) (-a2 + b2)*(b2 + b3) 0 2*a2*(a3 + b1) 0
 (-a4 + b1)*(b1 + b2) (-a3 + b2)*(b1 - b4) m5 m2 + m5 - m7 m2 m7]"
46.0625,"[0 (a1 + b1)*(b3 - b4) (-a2 + b2)*(b2 + b3) 0 2*a2*(a3 + b1) 0
 (-a4 + b1)*(b1 + b2) (-a3 + b2)*(b1 - b4) m1 - m7 m4 m2 -m1 + m3 - m4]"
43.3,"[0 (a1 + b1)*(b3 - b4) (-a2 + b2)*(b2 + b3) 0 2*a2*(a3 + b1) 0
 (-a4 + b1)*(b1 + b2) (-a3 + b2)*(b1 - b4) m1 + m2 + m4 2*m1 + m2 - m7 m1
 -m1 + m3 - m8]"
40.8875,"[0 (a1 + b1)*(b3 - b4) (-a2 + b2)*(b2 + b3) 0 2*a2*(a3 + b1) 0
 (-a4 + b1)*(b1 + b2) (-a3 + b2)*(b1 - b4) m1 + m2 + m4
 2*m1*m7 + 2*m1 + m2 m1 m3 - m8]"
40.225,"[0 (a1 + b1)*(b3 - b4) (-a2 + b2)*(b2 + b3) 0 2*a2*(a3 + b1) 0
 (-a4 + b1)*(b1 + b2) (-a3 + b2)*(b1 - b4) -m1 + m2 + m4 + m6 - m8 -1 m7
 m1]"
39.2375,"[0 (a1 + b1)*(b3 - b4) (-a2 + b2)*(b2 + b3) 0 2*a2*(a3 + b1) 0
 (-a4 + b1)*(b1 + b2) (-a3 + b2)*(b1 - b4) -m1 + m2 m4 m8 -m2 + m3]"
38.3875,"[0 (a1 + b1)*(b3 - b4) -(a2 - b2)*(b3 - 1) 0 2*a2*(a3 + b1) 0
 -(a4 - b1)*(b1 + b2) (-a3 + b2)*(b1 - b4) m8 m8 m4 m3]"
38.35,"[0 (a1 + b1)*(b3 - b4) -(a2 - b2)*(b2 + b3) 0 2*a2*(a3 + b1) 0
 -(a4 - b1)*(b1 + b2) (-a3 + b2)*(b1 - b4) m2 m8 m8 m3]"
37.7875,"[0 (a1 + b1)*(b3 - b4) -(a2 - b2)*(b2 + b3) 0 2*a2*(a3 + b1) 0
 -(a4 - b1)*(b1 + b2) (-a3 + b2)*(b1 - b4) m2 m1 + m8 m8 m8]"
37.7875,"[0 (a1 + b1)*(b3 - b4) -(a2 - b2)*(b2 + b3) 0 a2*b3*(a3 + b1) 0
 -(a4 - b1)*(b1 + b2) (-a3 + b2)*(b1 - b4) m2 m8 m8 m8]"
37.7875,"[0 (a1 + b1)*(b3 - b4) -(a2 - b2)*(b2 + b3) 0 2*a2*(a3 + b1) 0
 -(a4 - b1)*(b1 + b2) (-a3 + b2)*(b1 - b4) m2 m8 m8 m8]"
40.1,"[0 (a1 + b1)*(b3 - b4) -(a2 - b2)*(b2 + b3) 0 2*a2*(a3 + b1) 0
 -(a4 - b1)*(b1 + b2) (-a3 + b2)*(b1 - b4) m6 m8 m8 m6]"
