Fitness,Equations
56.55,"[(-a3 + b2)*(a4 + b2) (b2 + b4)*(b3 - b4) (a3 + b2)*(b1 + b3)
 (-a1 + a3)*(a3 + b4) (a1 - b4)*(-b2 + b4) (a2 + b3)*(b1 + b2)
 (-a3 + b1)*(-b3 + b4) 0 -m4 - m5 -2*m1 + m6 - m8 -m5 + m6 -m1 + m4 + 2*m8]"
54.4125,"[(-a3 + b2)*(a4 + b2) (b2 + b4)*(b3 - b4) (a3 + b2)*(b1 + b3)
 (-a1 + a3)*(a3 + b4) (a1 - b4)*(-b2 + b4) (a2 + b3)*(b1 + b2)
 (-a3 + b1)*(-b3 + b4) 0 m2 -m1 + m6 - 2*m8 -m5 + m6 -m1 + m7 + m8]"
49.1875,"[(-a3 + b2)*(a4 + b2) (b2 + b4)*(b3 - b4) (a3 + b2)*(b1 + b3)
 (-a1 + a3)*(a3 + b4) (a1 - b4)*(-b2 + b4) (a2 + b3)*(b1 + b2)
 (-a3 + b1)*(-b3 + b4) 0 m2 -m1 + m6 - 2*m8 -m5 + m6 m2]"
47.8875,"[(-a3 + b2)*(a4 + b2) (b2 + b4)*(b3 - b4) (a3 + b2)*(b1 + b3)
 (-a1 + a3)*(a3 + b4) (a1 - b4)*(-b2 + b4) b4*(a2 + b3)
 (-a3 + b1)*(-b3 + b4) 0 m2 -m1 - m8 -m5 + m6 -m1 + m7 + m8]"
45.075,"[(-a3 + b2)*(a4 + b2) (b2 + b4)*(b3 - b4) (a3 + b2)*(b1 + b3)
 (-a1 + a3)*(a3 + b4) (a1 - b4)*(-b2 + b4) (a2 + b3)*(b1 + b2)
 (-a3 + b1)*(-b3 + b4) 0 m2 m1 + m4 - m8**2 m4 - m5 -m1 + m2 + m7]"
43.925,"[(-a3 + b2)*(a4 + b2) (b2 + b4)*(b3 - b4) (a3 + b2)*(b1 + b3)
 (-a1 + a3)*(a3 + b4) (a1 - b4)*(-b2 + b4) (a2 + b3)*(b1 + b2)
 (-a3 + b1)*(-b3 + b4) 0 m1 -m5 -m1 + m6 + m7 -m1 + m7 + m8]"
39.5625,"[(-a3 + b2)*(a4 + b2) (b2 + b4)*(b3 - b4) (a3 + b2)*(b1 + b3)
 -(a3 + b4)*(a1 + a2 - a4) (a1 - b4)*(-b2 + b4) (a2 + b3)*(b2 + b3 - b4)
 (-a3 + b1)*(-b3 + b4) 0 m1 -m1 + m6 - 2*m8 -m1 - m2 - m5 + m6 + m7 m6]"
37.425,"[(a1 - a4)*(b2 + b4) 0 (a1 + a2)*(a3 + b1) (a2 + a4)*(a3 + a4 + b4)
 -(a2 + b3)*(b2 - b3) 0 a3*(b2 + b3) 0 -m2 + m8 m6 -m8 m2 + m7]"
37.425,"[(a1 - a4)*(b2 + b4) 0 (a1 + a2)*(a3 + b1) (a2 + a4)*(a3 + a4 + b4)
 -(a2 + b3)*(b2 - b3) 0 a3*(b2 + b3) 0 -m2 + m8 m6 m2*m8 m6 + m7]"
37.425,"[(a1 - a4)*(b2 + b4) 0 (a1 + a2)*(a3 + b1) (a2 + a4)*(a3 + a4 + b4)
 -(a2 + b3)*(b2 - b3) 0 a3*(b2 + b3) 0 -m2 + m8 m6 m2 - m8 m6 + m7]"
36.9875,"[(-a3 + b2)*(a4 + b2) (b2 + b4)*(b3 - b4) (b1 + b3)*(b2 - 1) a3*(-a1 + a3)
 -(a1 - b4)*(b2 - b4) (a2 + b3)*(b1 + b2) (-a3 + b1)*(-b3 + b4) 0 m1 m2 m2
 m3 - m8]"
35.7625,"[(-a3 + b2)*(a4 + b2) (b2 + b4)*(b3 - b4) (b1 + b3)*(b2 - 1) a3*(-a1 + a3)
 -(a1 - b4)*(b2 - b4) (a2 + b3)*(b1 + b2) (-a3 + b1)*(-b3 + b4) 0 m1 m2 m2
 -m1 + m3]"
35.7625,"[(-a3 + b2)*(a4 + b2) (b2 + b4)*(b3 - b4) (b1 + b3)*(b2 - 1) a3*(-a1 + a3)
 -(a1 + b1*b4)*(b2 - b4) (a2 + b3)*(b1 + b2) (-a3 + b1)*(-b3 + b4) 0 m1 m2
 m2 -m1 + m3]"
35.0625,"[(-a3 + b2)*(a4 + b2) (b2 + b4)*(b3 - b4) (b1 + b3)*(b2 - 1) a3*(-a1 + a3)
 -(a1 + b1*b4)*(b2 - b4) (a2 + b3)*(b1 + b2) (-a3 + b1)*(-b3 + b4) 0 m4 m1
 m1 -m1 + m3]"
