Fitness,Equations
51.9125,"[(a2 - a4)*(b1 - b3) (a2 + b4)*(a4 + b1) (a2 - a3)*(-a4 + b3)
 (a3 - a4)*(a3 + b3) (-a2 + a3)*(a4 - b4) (-a3 + b3)*(a4 - b1)
 (-a4 + b4)*(-b1 + b2) (a3 - b1)*(b3 + b4) m1 - m3 - m4 - m6 m3 + m7
 m1 + m4 -m4 + m5 - m6 + m8]"
45.275,"[(a2 - a4)*(b1 - b3) (a2 + b4)*(a4 + b1) (a2 - a3)*(-a4 + b3)
 (a3 - a4)*(a3 + b3) (a2 - a3)*(a2 - a4) a4 (-a4 + b4)*(-b1 + b2)
 (a3 - b1)*(b3 + b4) m1 - m3 - m6 - m8 m3 + m7 m1 + m4 -m1 - m4 + m5]"
41.5,"[(a2 - a4)*(b1 - b3) a1*(a4 + b1) (a2 - a3)*(-a4 + b3) b2
 (a2 - a3)*(a2 - a4) a4 -a4 - b1 + b2 (a3 - b1)*(b3 + b4)
 m1 - m3 - m6 - m8 m3 + m7 m1 + m4 -2*m4 + m5]"
38.7625,"[b2*(-a1 + b3) 0 a1*b4 -(a1 - b3)*(b1 - b2) (a1 + b1)*(a3 + b2) b2 a3
 a4*(-a3 + b3) m1 + m3 - m6 m4 - m6 m1 + m2 + m4 -m2 + 2*m7]"
34.0875,"[b2*(b1 + b4) b2 b4*(a2 + b3) a4*(b1 - b4) a3*(a4 + b3)
 -(a3 + b3)*(a3 - b4) b4 a3 m5 m8 2*m7 + m8 m4]"
34.0875,"[a3 - b2 b2 b4*(a2 + b3) a4*(b1 - b4) a3*(a4 + b3) -(a3 + b3)*(a3 - b4) b4
 a3 m5 m8 2*m7 + m8 m4]"
34.0875,"[a3 - b2 b2 b4*(b2 + b3) a4*(b1 - b4) a3*(a4 + b3) -(a1 + b3)*(a3 - b4) b4
 a3 m5 m8 2*m7 + m8 m4]"
33.7375,"[a3 - b4 b2 b4*(b2 + b3) a4*(b1 - b4) a3*(a4 + b3) -(a1 + b3)*(a3 - b4) b4
 a3 m5 m8 m1 + m2 + 2*m7 m4]"
32.6125,"[a3 - b4 b2 b4*(b2 + b3) a3*a4 a2 -(a1 + b3)*(a3 - b4) b4 a3 m5 m8
 m1 + m2 + 2*m7 m4]"
32.6125,"[a3 - b4 b2 b4*(b2 + b3) a3*a4 a2 -b3*(a1 + b3) b4 a3 m5 m8 m1 + m2 + 2*m7
 m4]"
32.125,[a2 b2 b4*(b2 + b3) a3*a4 a2 -b3*(a1 + b3) b4 a3 m8 m8 m1 + m2 + 2*m7 m4]
31.2125,"[b1 - b4 b2 b4*(a1 + b2) a4*b1 a2*b4 -(a1 + b3)*(a3 + a4 - 2*b4) b4 a3
 m1 - m8 m3 m3 m4]"
31.2125,"[b1 - b4 b2 b4*(a1 + b2) a4*b1 a2*b4 -(a4 + b4)*(a3 + a4 - 2*b4) b4 a3
 m1 - m8 m3 m3 m4]"
31.2125,[b1 - b4 b2 b4*(a1 + b2) a4*b1 a2*b4 b3 b4 a3 m1 - m8 m3 m3 m4]
31.2125,"[b1 - b4 b2 b4*(a1 + b2) a4*b1 a2*b4 (a4 + b4)*(a1 - a3 + b4) b4 a3
 m1 - m8 m3 m3 m4]"
30.6625,[b1 - b4 b2 b4*(a1 + b2) a4*b1 a1*b4 b3 a3 a3 m2 m3 m3 2*m6]
28.4875,[b1 - b4 b2 b4*(a1 + b2) a4*b1 a1*b4 b3 a3 a3 m2 m3 m3 m3 + m6]
27.0375,[b1 - b4 b2 a1*(a2 + a3) a4*b1 a1*b4 b3 a3 a3 m5 m3 m3 m3 + m6]
26.6375,[b1 - b4 b2 a1*(a2 + a3) a4*b1 b2*b4 2*a4 a3 a3 m5 m3 m3 m3 + m6]
