Fitness,Equations
59.75,"[(-a2 + a4)*(a4 + b1) (-a1 + a4)*(a2 + b3) (a1 - a4)*(-b2 + b3)
 (a1 - b3)*(b3 + b4) (-b2 + b3)*(-b2 + b4) 2*b4*(b1 + b3)
 (-a3 + b2)*(-a4 + b2) (a2 + a3)*(-a3 + b3) m4 + m6 -m2 + m4 - m7 - m8
 -m2 - m3 + m7 + m8 2*m2 + m7 - m8]"
52.7,"[(a1 - a4)*(a4 - b1) (-a1 + a2)*(-b3 + b4) (a1 - b1)*(b1 - b4)
 (-a1 + a3)*(a3 + b2) (a2 + b2)*(b1 - b4) (-a1 + b4)*(a3 + b4)
 (-a1 + a4)*(a1 + b3) (-a1 + a2)*(-a2 + b1) -m3 + m4 - m5 + m8
 m2 - m6 + m7 m1 - m3 + m4 - m6 m2]"
45.1375,"[(-a2 + a4)*(a4 + b1) (-a1 + a4)*(a2 + b3) (a1 - a4)*(-b2 + b3)
 (a1 - b3)*(b3 + b4) (-b2 + b3)*(-b2 + b4) 2*b4*(b1 + b3)
 (-a3 + b2)*(-a4 + b2) (a2 + a3)*(-a3 + b3) m4 + m6 m5 m8 m2 + 2*m7 - m8]"
41.35,"[(a1 - a4)*(a4 - b1) (a1 - a2)*(b3 - b4) (a1 - b1)*(a4 + b2)
 (-a1 + a3)*(a3 + b2) (a2 + b2)*(b1 - b4) (-a1 + b4)*(a3 + b4)
 (-a1 + a4)*(a1 + b3) (-a1 + a2)*(-a2 + b1) -m1 - m3 m8 m2 - m6 m2]"
39.0,"[a4*(-a1 + a4) (a1 - a2)*(b3 - b4) (a1 - b1)*(a4 + b2)
 (-a1 + a3)*(a3 + b2) (a2 + b2)*(b1 - b4) (-a1 + b4)*(a3 + b4)
 (a1 + b3)*(a1*b1 + a4) (a1 - a2)*(a2 - b1) m5 - m8 m8 -m8 -1]"
36.7875,"[(a1 - a4)*(a4 - b1) (a1 - a2)*(b3 - b4) (a1 - b1)*(a4 + b2)
 (-a1 + a3)*(a3 + b2) (a2 + b2)*(b1 - b4) (-a1 + b4)*(a3 + b4)
 (a1 + b3)*(a1*b1 + a4) (a1 - a2)*(a2 - b1) m5 - m8 m2 -m8 m6]"
36.4375,"[(a1 - a4)*(-a1 + a4 + b1) b2*(-a1 + a2) (a1 - b1)*(b2 + b4 - 1)
 (a1 - a3)*(a1 - b2) (a2 + b2)*(b1 + b2*b4) (a1 - b4)**2
 (a1 + b3)*(a1*b1 + a4) -(a1 - a2)*(-2*a2 + b1 + b2) m4 - m8 -1 m6 m6]"
35.125,"[(a1 - a4)*(a4 + 1) b2*(-a1 + a2) (a1 - b1)*(b2 + b4 - 1)
 (a1 - a3)*(a1 - b2) (a2 + b2)*(b1 - b4) (a1 - b4)**2
 (a1 + b3)*(a1*b1 + a4) (a1 - a2)*(2*a2 - b2 + 1) m6 m6 m6 m6]"
35.125,"[(a1 - a4)*(a4*(a1 - b4) + 1) b2*(-a1 + a2) (a1 - b1)*(b2 + b4 - 1)
 (a1 - a3)*(a1 - b2) (a2 + b2)*(b1 - b4) (a1 - b4)**2
 (a1 + b3)*(a1*b1 + a4) (a1 - a2)*(2*a2 - b2 + 1) m6 m6 m6 m6]"
34.8625,"[b4*(a1 - a4) b2*(-a1 + a2) (a1 - b1)*(b2 + b4 - 1) (a1 - a3)*(a1 - b2)
 (a2 + b2)*(b1 - b4) (a1 - b4)**2 (a1 + b3)*(a1*b1 + a4)
 (a1 - a2)*(2*a2 - b2 + 1) m6 m6 m6 m4]"
33.7875,"[b4*(a1 - a4) b2*(-a1 + a2) (a1 - b1)*(b2 + b4 - 1) (a1 - a3)*(a1 - b2)
 (a2 + b2)*(b1 - b4) (a1 + 1)*(a1 - b4) (a1 + b3)*(a1*b1 + a4)
 (a1 - a2)*(2*a2 - b2 + 1) m6 m6 m6 m4]"
32.0375,"[b4*(2*a1*a2 - a4) b2*(-a1 + a2) (a1 - b1)*(b2 + b4 - 1) (a1 - b2)**2
 -(b1 - b4)*(2*a2 - 2*b2 + 1) (a1 - b4)**2 (a2 + b3)*(a1*b1 - 1)
 (a1 + 1)*(2*a2 - b2 + 1) m4 m5 + m8 m2 m4]"
30.1,"[b4*(2*a1*a2 - a4) b2*(-a1 + a2) (a1 - b1)*(b2 + b4 - 1) (a1 - b2)**2
 -(b1 - b4)*(2*a2 - 2*b2 + 1) (a1 - b4)**2 (a2 + b3)*(a1*b1 - 1)
 (a1 + 1)*(2*a2 - b2 + 1) m4 m5 + m8 m6 m4]"
30.1,"[b4*(2*a1*a2 - a4) (a1 - a2)**2 (a1 - b1)*(b2 + b4 - 1) (a1 - b2)**2
 -(b1 - b4)*(2*a2 - 2*b2 + 1) (a1 - b4)**2 (a2 + b3)*(a1*b1 - 1)
 (a1 + 1)*(2*a2 - b2 + 1) m4 m5 + m8 m6 m4]"
29.775,"[a1*(-2*a1*a2 + a4) (a1 - a2)**2 (a1 - b1)*(b2 + b4 - 1) (a1 - b2)**2
 -(b1 - b4)*(2*a2 - 2*b2 + 1) (a1 - b4)**2 (a2 + b3)*(a1*b1 - 1)
 (a1 + 1)*(2*a2 - b2 + 1) m2 m5 + m8 m6 m4]"
