Fitness,Equations
44.25,"[0 (a3 - b1)*(b3 + b4) 0 (-a1 + a3)*(a1 - b4) (a1 - b2)*(a3 + b1)
 (a1 + b1)*(a1 + b4) (-a1 + b3)*(a2 + b4) (a1 + b1)*(-a3 + a4)
 m3 - m4 + m7 + m8 -m1 - m2 + m3 - m4 0 2*m1]"
43.725,"[b3*(b2 + b4) 0 0 (a2 - a4)*(b3 - b4) (-a4 + b1)*(a4 - b2) b2*(a3 - b2)
 a2*b3 (-a3 + b4)*(-b1 + b3) m3 + m4 - m5 + m6 + m8 2*m4 + m7 + m8
 m1 + m2 + m3 + m6 + m7 2*m5 + m7 + m8]"
43.4,"[b3*(b2 + b4) 0 0 (a2 - a4)*(b3 - b4) (-a4 + b1)*(a4 - b2) b2*(a3 - b2)
 a2*b3 0 m3 + m4 - m5 + m6 + m8 2*m4 + m7 + m8 m1 + m2 + m3 + m6 + m7
 2*m5 + m7 + m8]"
39.4625,"[b3*(b2 + b4) (a2 - a4)*(b2 - b3) a1 - b1 0 (a3 - a4)*(a4 - b2)
 b2*(a3 - b2) (-a1 + b1)*(b1 + b3) (-a3 + b4)*(-b1 + b3) m5
 m1 + 2*m4 + m7 + m8 m1 + m3 + m6 + m8 m3 + 2*m4 - m5]"
38.8625,"[b3*(b2 + b4) -(a2 - a4)*(a4 - b2) a1 - b1 0 (a3 - a4)*(a4 - b2)
 b2*(a3 - b2) (-a1 + b1)*(b1 + b3) (-a3 + b4)*(-b1 + b3) m3 m1 + m7 + m8
 m1 + m3 + m6 + m8 m3 + 2*m4 - m8]"
36.425,"[b3*(b2 + b4) -(a2 - a4)*(a4 - b2) a1 - b1 0 (a3 - a4)*(a4 - b2)
 b2*(a3 - b2) (-a1 + b1)*(b1 + b3) (-a3 + b4)*(-b1 + b3) m3
 m1 + m2 - m4 + m8 m1 + m3 + m6 + m8 m3 + 2*m4 - m8]"
33.275,"[b3*(b2 + b4) -(a2 - a4)*(a4 - b2) a1 - b1 0 (a3 - a4)*(a4 - b2)
 b2*(a3 - b2) (-a1 + b1)*(b1 + b3) (-a3 + b4)*(-b1 + b3) m3 + m4
 m1 + m2 - m4 + m8 m1 + m3 + m6 + m8 m2 + m3 + m4]"
32.55,"[b3*(b2 + b4) -(a2 - a4)*(a4 - b2) a1 - a3 0 (a3 - a4)*(a4 - b2)
 b2*(a3 - b2) (-a1 + b1)*(b1 + b3) (-a3 + b4)*(-b1 + b3) m3 + m4
 m1 + m2 - m3 + m8 m1 + m3 + m6 + m8 m2 + m3 + m4]"
29.8,"[b3*(b2 + b4) -(a2 - a4)*(a4 - b2) a1 + 1 0 (a3 - a4)*(a4 - b2)
 b2*(a3 - b2) (-a1 + b1)*(b1 + b3) (-a3 + b4)*(-b1 + b3) m3 + m4
 m1 + m2 - m3 + m8 m1 + m3 + m6 + m8 m2 + m3 + m4]"
29.7875,"[a1*b1 b4*(a3 - b1) a1*a2 b2*(b1 - b3) a4*b3 b2*(a3 - b1) b1*(b1 - b4)
 a2*(a2 - b4) m3 + m5 m2 + 2*m8 m3 m3]"
29.7875,"[a1*b1 b4*(a3 - b1) a1*a2 b2*(b1 - b3) a4*b3 -b2*(b1 + 1) a4*(b1 - b4)
 a2*(a2 - b4) m3 + m5 m2 + 2*m8 m3 m3]"
27.8875,"[a1*b1 b4*(-b1 + b4) a2*b1 b2*(b1 + b3*(a4 + b2)) a4*b3 -b2*(b1 + 1)
 a4*(b1 - b4) a2*(a2 - b4) m1 + m3 m2 + 2*m8 2 m3]"
26.875,"[a1*b1 b4*(-b1 + b4) a2*b1 b2*(b1 + b3*b4) a4*b3 -b2*(b1 + 1) a4*(b1 - b4)
 a2*(a2 - b4) m1 + m3 m2 + m5 + m8 2 m3]"
25.4625,"[2*a1*b4 -a3 - b1 a1*b2 b2*(b1 + b3**2) a1*(a2 + a3)
 -b2*(b1*(b1 - b3) - b3) a3*(b1 - b4) a2 m5 + 2*m8 m3 + m7 m3 m5]"
23.8875,"[2*a1*(a1 + a3) -2*a3 - b3 a1*b2 b2*(b1 + b3*(b1 - b2)) a1*(a3 + 2) a1*b2
 0 b4*(b2 + b3) m3 + m5 m5 m3 m5]"
23.8875,"[a1**2 -2*a3 - b3 a1*b2 b2*(b1 + b3*(b1 - b2)) a1*(a3 + 2) a1*b2 0
 b4*(b2 + b3) m3 + m5 m5 m3 m5]"
23.8875,"[a1**2 -2*a3 - b3 a1*b2 b2*(b1 + b3*(b1 - b2)) a1*(a3 + 2) a1*b2 0
 b4*(a2 + a3 + b2) m3 + m5 m5 m3 m5]"
23.65,"[2*a1*(a1 + a3) -2*a3 - b3 a3*b2 b2*(b1 + b3*(b1 + b2**2)) a1*(b2 + 2)
 a1*b2 0 b4*(b2 + b3) m3 + m5 m5 m3 m5]"
22.3,"[2*a1*(a1 + a3) -2*a3 - b3 a1*b2 b2*(b1 + b3*(b1 - b2)) a1*(a3 + 2) a1*b2
 0 b4*(b2 + b3) m3 + m5 m3 m3 m5]"
22.3,"[a1**2 -2*a3 - b4 a1*b2 a3*(b1 + b3*(b1 + b2)) a1*(a3 + 2) a4*b2 0
 b4*(2*a3 + b2 + 2) m3 + m5 m3 m3 m5]"
